,contentid,contenttypeid,title,overview,firstimage,addr1,mapx,mapy,tags,tokens,contenttypeid_tag
650,266845,75,Vivaldi Park Ski World (비발디 파크 스키월드),"Vivaldi Park Ski World attracts ski lovers with their one-day skiing and nighttime skiing options as well as offering large accommodation facilities. The condos provide direct access to the ski slopes, adding more convenience for visiting this ski resort. There are 12 ski slopes, one gondola and 10 lifts for optimal enjoyment. Vivaldi Park Ski World also hosts various competitions, providing excellent slope and snow conditions for all visitors from beginners to winter sports enthusiasts.",http://tong.visitkorea.or.kr/cms/resource/70/2779470_image2_1.jpg,"262, Hanchigol-gil, Hongcheon-gun, Gangwon-do",127.6873540732,37.6523905338,vivaldi park ski world attracts ski lovers oneday skiing nighttime skiing options offering large accommodation facilities condos provide direct access ski slopes adding convenience visiting ski resort ski slopes gondola lifts optimal enjoyment vivaldi park ski world hosts competitions providing excellent slope snow conditions visitors beginners winter sports enthusiasts,"['activity', 'ski', 'skiing', 'vivaldi', 'slopes', 'world']",activity
651,2023932,80,Voyager pension [Korea Quality] / 보이저펜션[한국관광 품질인증],"Voyager Pension located in Gangneung, Gangwon-do is a place of relaxation in nature for those tired of the city noise. It has a total of nine Family and Two-Story Rooms. Family Rooms can acccommodate up to eight people, making them a great choice for groups and families. The rooms are furnished with a TV, refrigerator, air conditioner, hair dryer, high-speed Internet, and desktop computer. The pension also has a seminar room, outdoor BBQ facilities, foot volleyball court, basketball court, and karaoke room. Biryongso Falls (15m high) is located right in front of the pension for the guests to relax in the cold water during the summer. The pension's outdoor BBQ facilities are perfect for those wishing to have a BBQ party. Nearby popular tourist attractions include Jumunjinhang Port, Gyeongpodae Pavilion, Hajodae Beach, and Chamsori Gramophone & Edison Science Museum. Yangyang International Airport is also within a short distance from the pension.",http://tong.visitkorea.or.kr/cms/resource/01/2016001_image2_1.JPG,"1219-3, Sillicheon-ro, Gangneung-si, Gangwon-do",128.7065076836,37.8804695172,voyager pension gangneung gangwondo place relaxation nature tired city noise total nine family twostory rooms family rooms acccommodate eight people great choice groups families rooms furnished tv refrigerator air conditioner hair dryer highspeed internet desktop computer pension seminar room outdoor bbq facilities foot volleyball court basketball court karaoke room biryongso falls high pension guests relax cold water summer pensions outdoor bbq facilities perfect wishing bbq party nearby popular tourist attractions jumunjinhang port gyeongpodae pavilion hajodae beach chamsori gramophone edison science museum yangyang international airport within short distance pension,"['accommodation', 'pension', 'bbq', 'court', 'rooms', 'family']",accommodation
652,1349785,80,Welli Hilli Park (웰리힐리파크),"Welli Hilli Park is a year-round recreational complex located in the area of Sulibong Peak in Hoengseong-gun, Gangwon-do, covering an area of 4,860,000 square meters. Surrounded by the natural beauty of Cheongtaesan Recreational Forest, Supchaewon Garden, Chiaksan National Park, and other unpolluted nature areas, the resort offers 3 types of youth hostels, and 16 types of condo rooms.",http://tong.visitkorea.or.kr/cms/resource/62/2720962_image2_1.jpg,"451, Gowon-ro, Hoengseong-gun, Gangwon-do",128.2492886569,37.4872340609,welli hilli park yearround recreational complex sulibong peak hoengseonggun gangwondo covering square surrounded natural beauty cheongtaesan recreational forest supchaewon garden chiaksan national park unpolluted nature areas resort types youth hostels types condo rooms,"['accommodation', 'recreational', 'types', 'supchaewon', 'hostels', 'cheongtaesan']",accommodation
653,266919,75,Welli Hilli Park Snow Park (웰리힐리파크 스노우파크),"Opened in December 1995, Welli Hilli Park is a resort complex located over 48.6 million square meters around Sulibong Peak in Hoengseong-gun, Gangwon-do. The park is located in a region that often experiences heavy snow, providing the perfect skiing environment. Welli Hilli Park offers state-of-the-art facilities including gondolas that are able to transport 20,000 skiers per hour, and an automatic snow-management system. Guests are assured of a pleasant experience thanks to the efforts of the resort's customer satisfaction team.

Welli Hilli Snow Park offers a total of 20 slopes, including seven internationally certified slopes. The snow park is especially popular among snowboarders and was the first ski resort in Asia to host the World Snowboard Championships in 2009. Snowboarders can use the large-scale half-pipe and fun park, while skiiers enjoy the mogul course. Outside of the winter ski season, guests can enjoy golfing at the public greens.",http://tong.visitkorea.or.kr/cms/resource/12/693412_image2_1.jpg,"451, Gowon-ro, Hoengseong-gun, Gangwon-do",128.2492886569,37.4872340609,opened december welli hilli park resort complex million square sulibong peak hoengseonggun gangwondo park region often experiences heavy snow providing perfect skiing environment welli hilli park stateoftheart facilities gondolas able transport skiers per hour automatic snowmanagement system guests assured pleasant experience thanks efforts resorts customer satisfaction team welli hilli snow park total slopes seven internationally certified slopes snow park especially popular among snowboarders first ski resort asia host world snowboard championships snowboarders use largescale halfpipe fun park skiiers mogul course outside winter ski season guests golfing public greens,"['activity', 'hilli', 'welli', 'park', 'snow', 'snowboarders']",activity
654,2638910,80,WHITE CABIN [Korea Quality] / 화이트캐빈 [한국관광 품질인증],"Surrounded by the scenic view of mountains and rivers, White Cabin is located in front of Phoenix Park in Pyeongchang, a region 700m above sea level; hence the nickname Happy 700. Have fun in the cool water in summer and enjoy thrilling speed on the ski field in winter. Recommended for those seeking a pleasant, cost-effective tour.",http://tong.visitkorea.or.kr/cms/resource/60/2634860_image2_1.jpg,"93, Taegi-ro Bongpyeong-myeon, Pyeongchang-gun, Gangwon-do",128.3216096835,37.5878265756,surrounded scenic view mountains rivers white cabin phoenix park pyeongchang region sea level hence nickname happy fun cool water summer thrilling speed ski field winter recommended seeking pleasant costeffective tour,"['accommodation', 'hence', 'costeffective', 'happy', 'seeking', 'speed']",accommodation
655,2694286,82,Wicholli Jeontong Hanu (위촌리전통한우),"This is a place where you can enjoy beef from cows grown by the restaurant owner at reasonable prices. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The most famous menu is grilled Korean beef.",http://tong.visitkorea.or.kr/cms/resource/15/2684915_image2_1.jpg,"203-10, Somok-gil, Gangneung-si, Gangwon-do",128.8474099971,37.7536202784,place beef cows grown restaurant reasonable prices korean dishes restaurant gangneungsi gangwondo famous menu grilled korean beef,"['food', 'beef', 'cows', 'reasonable', 'grown', 'prices']",food
656,2542674,80,With U [Korea Quality] / 위드유 [한국관광 품질인증],"
(Korea Quality Premier Class) WITH U is both a guesthouse and a mini-hotel located in front of the Sokcho Express Bus Terminal in Sokcho, Gangwon-do. It’s also very close to Sokcho Beach, so guests can enjoy a superb view of the beach from the fourth floor. Each guestroom is equipped with a bed placed on a flat bench which can be used as either a table or floor. This unique piece of furniture is designed for the comfort of those who prefer to sleep on the floor as well as those who prefer to sleep on a bed. 
The guesthouse has rooms of various types and sizes including double rooms, twin rooms, triple rooms, and family rooms to cater for every type of guest. The 4th floor consists largely of a lounge that is open to all the guests, while the basement floor comprises a cinema room, seminar room, and games room for recreational purposes. There is a garden and a designated smoking area next to the outdoor parking lot.
",http://tong.visitkorea.or.kr/cms/resource/30/2532630_image2_1.jpg,"3993, Donghae-daero, Sokcho-si, Gangwon-do",128.5981606687,38.1898287029,quality premier class u guesthouse minihotel sokcho express bus terminal sokcho gangwondo close sokcho beach guests superb view beach fourth floor guestroom equipped bed placed flat bench used either table floor unique piece furniture designed comfort prefer sleep floor prefer sleep bed guesthouse rooms types sizes double rooms twin rooms triple rooms family rooms cater type guest th floor consists largely lounge open guests basement floor comprises cinema room seminar room games room recreational purposes garden designated smoking next outdoor parking lot,"['accommodation', 'floor', 'rooms', 'prefer', 'sokcho', 'guesthouse']",accommodation
657,264484,76,Woljeong-ri Station (월정리역),"Woljeong-ri Station (Iron Triangle Battlefield) is the last stop before reaching the DMZ. With the sign ""The iron horse wants to run again,"" there stand remains of a train that was used to make frequent trips to North Korea. Located at the spot where the fiercest battle was held during the Korean War, this train marks the partition line of the Korean peninsula. These days Woljeong-ri Station is under the control of the Cheorwon-gun Office and hundreds of thousands of people visit this unique tourist area every year.",http://tong.visitkorea.or.kr/cms/resource/36/2389036_image2_1.JPG,"1882, Durumi-ro, Cheorwon-gun, Gangwon-do",127.2291459907,38.3092138272,woljeongri station iron triangle battlefield last stop reaching dmz sign iron horse wants run stand remains train used make frequent trips north spot fiercest battle held korean war train marks partition line korean peninsula days woljeongri station control cheorwongun office hundreds thousands people unique tourist year,"['nature', 'woljeongri', 'iron', 'train', 'station', 'partition']",nature
658,2590292,78,Woljeongsa Museum (월정사 성보박물관),"Located within Woljeongsa Temple in Pyeongchang-gun, Gangwon-do, Woljeongsa Museum was founded in October 1999, and began displaying treasures and artifacts from some 60 plus temples in the southern part of Gangwon region. Currently, the museum houses Documents of Sangwonsa Temple (National Treasure No. 292), 12 sarira found in the Octagonal Nine-story Stone Pagoda of Woljeongsa Temple (National Treasure No. 48), and many other treasures.",http://tong.visitkorea.or.kr/cms/resource/98/2562798_image2_1.JPG,"176, Odaesan-ro, Pyeongchang-gun, Gangwon-do",128.6029303306,37.7188584582,within woljeongsa temple pyeongchanggun gangwondo woljeongsa museum founded october began displaying treasures artifacts plus temples southern part gangwon region currently museum houses documents sangwonsa temple national treasure sarira found octagonal ninestory stone pagoda woljeongsa temple national treasure treasures,"['culture', 'woljeongsa', 'treasures', 'temple', 'treasure', 'museum']",culture
659,264189,76,Woljeongsa Temple & Fir Tree Forest (월정사·월정사 전나무숲 ),"Woljeongsa Temple is located in a forested valley on the eastern side of Odaesan Mountain. The 1 kilometer path leading to the temple passes through a forest of tall fir trees, some over 500 years old. Woljeongsa Temple is in charge of over 60 temples and 8 monasteries in the area. The temple was established by Monk Ja Jang (590-658) of the Silla Kingdom. Woljeongsa Museum is also located within the temple grounds, displaying artifacts and treasures from Buddhist culture of the Goryeo dynasty (918-1392), including an octagonal nine-story stone pagoda and a stone seated bodhisattva.",http://tong.visitkorea.or.kr/cms/resource/16/1840816_image2_1.jpg,"374-8, Odaesan-ro, Pyeongchang-gun, Gangwon-do",128.592550322,37.7316262241,woljeongsa temple forested valley eastern side odaesan mountain kilometer path leading temple passes forest tall fir trees years old woljeongsa temple charge temples monasteries temple established monk ja jang silla kingdom woljeongsa museum within temple grounds displaying artifacts treasures buddhist culture goryeo dynasty octagonal ninestory stone pagoda stone seated bodhisattva,"['nature', 'temple', 'woljeongsa', 'stone', 'monasteries', 'grounds']",nature
660,2475952,76,Wondae-ri Birch Forest (원대리 자작나무 숲 (속삭이는 자작나무 숲)),"From 1974 to 1995, Wondae-ri Birch Forest has been reforested with approxmiately 690,000 birch trees in an area of 138 hectares, with 25 hectares of land being used as children's forest experience center. After signing in at the forest entrance, visitors can tour the forest by following the forest walking trail. The walk up to the forest takes aproximately 60 to 80 minutes depending on the path taken. The forest was designed to promote educational and environmental values and recognize the beauty unique to the birch forest.",http://tong.visitkorea.or.kr/cms/resource/55/2607555_image2_1.jpg,"760, Jajangnamusup-gil, Inje-gun, Gangwon-do",128.1943057023,38.0092669329,wondaeri birch forest reforested approxmiately birch trees hectares hectares land used childrens forest experience center forest entrance visitors tour forest following forest walking trail walk forest takes aproximately minutes depending path taken forest designed promote educational environmental values beauty unique birch forest,"['nature', 'forest', 'birch', 'hectares', 'reforested', 'wondaeri']",nature
661,2694614,82,Wonho Bulgogi (원호불고기),"It is a place where you can enjoy Korean BBQ. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The representative menu is grilled boneless ribs.",http://tong.visitkorea.or.kr/cms/resource/90/2684990_image2_1.jpg,"11, Imyeong-ro 180beon-gil, Gangneung-si, Gangwon-do",128.8930196664,37.7571901981,place korean bbq korean dishes restaurant gangneungsi gangwondo representative menu grilled boneless ribs,"['food', 'boneless', 'ribs', 'bbq', 'korean', 'grilled']",food
662,790219,76,Wonju Baegunsan National Recreational Forest (국립 백운산자연휴양림 (원주)),"The valley flowing from the top of Baegunsan Mountain to the north direction is called Yongsugol Valley. A dense forest, pristine waters and numerous rock formations in the vicinity all provide a beautiful scenery. The downstream area of the valley holds a large amount of water and it is a popular place for vacationers and visitors all year round.
The forest park contains a wide variety of trees, some of which grow naturally while others have been more recently planted. In particular, the 1.7-kilometer section of the valley that stretches from the entrance to the resort area boasts breathtaking scenery and is lined with weigela and wild cherry trees. The park is carpeted with various wild flowers such as dicentra, columbine and hepatica, and wild animals such as water deer, wild boars, and raccoons are easily spotted.",http://tong.visitkorea.or.kr/cms/resource/99/1583399_image2_1.jpg,"81, Baegunsan-gil, Wonju-si, Gangwon-do",127.9421225302,37.2772136803,valley flowing top baegunsan mountain north direction called yongsugol valley dense forest pristine waters numerous rock formations vicinity provide beautiful scenery downstream valley holds large amount water popular place vacationers visitors year round forest park contains wide variety trees grow naturally others recently planted particular kilometer section valley stretches entrance resort boasts breathtaking scenery lined weigela wild cherry trees park carpeted wild flowers dicentra columbine hepatica wild animals water deer wild boars raccoons easily spotted,"['nature', 'wild', 'valley', 'trees', 'scenery', 'forest']",nature
663,2356217,85,Wonju Dancing Carnival (원주 댄싱카니발),Wonju Dynamic Dancing Carnival is an international festival led by the citizens from the preparation of the event to the stage performances. Dynamic dance parade performances will take place on a giant 100-meter long and 15-meter wide runway.,http://tong.visitkorea.or.kr/cms/resource/35/2381335_image2_1.jpg,"170, Dangu-ro, Wonju-si, Gangwon-do",127.9464176429,37.3363874827,wonju dynamic dancing carnival international festival led citizens preparation event stage performances dynamic dance parade performances take place giant meter long meter wide runway,"['festival', 'dynamic', 'meter', 'performances', 'runway', 'carnival']",festival
664,2504085,76,Wonju Hanji Theme Park (원주한지테마파크),"At Wonju Hanji Theme Park, visitors can learn everything about hanji (traditional Korean paper), including its origin and history, through exhibitions, education and activity programs. The museum consists of a two-story main building and an outdoor park. The building's 1st floor has the Hanji History Room, Hanji Experience Room, an art shop, and a mini library, while the 2nd floor has two exhibition halls and a conference room.",,"151, Hanjigongwon-gil, Wonju-si, Gangwon-do",127.9353798084,37.3343736211,wonju hanji theme park visitors learn everything hanji traditional korean paper origin history exhibitions education activity programs museum consists twostory main building outdoor park buildings st floor hanji history room hanji experience room art shop mini library nd floor exhibition halls conference room,"['nature', 'hanji', 'room', 'history', 'floor', 'mini']",nature
665,2002393,79,Wonju Jungang Market (원주 중앙시장),"Opened in the 1950s as a five-day market, Wonju Jungang Market is now a permanently operated market. With the construction of the Yeongdong Expressway, the market transitioned from a wholesale focus to individual purchasers. The market naturally developed a food street with many restaurants opening up in the vicinity of each other.
The market was losing business with the increase in supermarkets in the area and the ease of internet shopping. To combat this, the market opened an art market in 2013 and was designated as a cultural market in 2015. The second floor of the market houses the Maze Art Market, with twisting pathways lined with small design shops and restaurants. The flea market, held during the second weekend of every month, is not to be missed.",http://tong.visitkorea.or.kr/cms/resource/77/1948877_image2_1.jpg,"6, Jungangsijang-gil, Wonju-si, Gangwon-do",127.9491781074,37.3500137379,opened fiveday market wonju jungang market permanently operated market construction yeongdong expressway market transitioned wholesale focus individual purchasers market naturally developed food street restaurants opening vicinity market losing business increase supermarkets ease internet shopping combat market opened art market designated cultural market second floor market houses maze art market twisting pathways lined small design shops restaurants flea market held second weekend month missed,"['shopping', 'market', 'second', 'art', 'opened', 'increase']",shopping
666,1865182,76,Wonju Korea Ginseng Factory (원주 고려인삼창),"Operated by the Korea Ginseng Corporation, the Korea Ginseng Factory makes high quality Korean ginseng. Visitors can learn all about Korean ginseng, the process of making red ginseng from ginseng and how to spot good ginseng when shopping. Tours operate on a pre-reservation basis, with all participants required to wear protective garments to keep out pollutants. After the tour, visitors will be well-educated on the health benefits and production methods of red ginseng.",,"2955, Bugwon-ro, Wonju-si, Gangwon-do",127.9516650606,37.4085709058,operated ginseng corporation ginseng factory makes high quality korean ginseng visitors learn korean ginseng process red ginseng ginseng spot ginseng shopping tours operate prereservation basis participants required wear protective garments keep pollutants tour visitors welleducated health benefits production methods red ginseng,"['nature', 'ginseng', 'red', 'prereservation', 'pollutants', 'garments']",nature
667,2946895,75,Wonju Rail Park (원주레일파크),"Wonju Rail Park offers a course in which the journey begins with a Scenic Train Ride from Ganhyeon Station to Pandae Station. From Pandae Station, visitors hop on a rail bike to return to Ganhyeon Station.<br />Nearby tourist attractions include Ganhyeon Recreation Area and Ganhyeon Camping Ground, a pair of fun elements to add to your travel itinerary. The broad Seomgang River that passes Ganhyeon Recreation Area is a perfect place to find peace of your mind, and the surrounding landscape has not been damaged or polluted at all so you will be able to enjoy the differently fascinating sceneries of four seasons while riding a rail bike. In any of the six event tunnels, you can either profess your love or shout at the top of your lungs, and the fancy LED lights inside the tunnels will add to your cool, special memories.",,"163, Ganhyeon-ro, Jijeong-myeon, Wonju-si, Gangwon-do",127.837043394,37.3634878778,wonju rail park course journey begins scenic train ride ganhyeon station pandae station pandae station visitors hop rail bike return ganhyeon stationbr nearby tourist attractions ganhyeon recreation ganhyeon camping ground pair fun elements add travel itinerary broad seomgang river passes ganhyeon recreation perfect place find peace mind surrounding landscape damaged polluted able differently fascinating sceneries four seasons riding rail bike six event tunnels either profess love shout top lungs fancy led lights inside tunnels add cool special memories,"['activity', 'ganhyeon', 'rail', 'pandae', 'station', 'tunnels']",activity
668,790272,76,Wonju Sangwonsa Temple (상원사(원주),"Nestled at the edge of Chiaksan Mountain’s (alt. 1,182 meters) Namdaebong Peak, Sangwonsa Temple was built on an area spanning over 330.59 square meters. Cool spring water gushes up through the crevice directly in front of the temple, and just before the crevice is a 40-meter high cliff at the end of which stand three rare specimens of cinnamon trees.
<BR>
Although the exact time of its foundation is unknown, it is assumed to have been built during the Silla Period. Designated as Tangible Cultural Heritage, the temple has two pagodas standing in front of Daeungjeon Hall, displaying the typical style that was popular in the Unified Silla Period, and hinting at the flourishing Buddhist culture of that time. As the temple is located on high land, it commands a sweeping view of the southern part of Chiaksan Mountain.",http://tong.visitkorea.or.kr/cms/resource/02/2373402_image2_1.JPG,"930, Seongnam-ro, Wonju-si, Gangwon-do",128.0539893565,37.3070095452,nestled edge chiaksan mountains alt namdaebong peak sangwonsa temple spanning square cool spring water gushes crevice directly temple crevice meter high cliff end stand three rare specimens cinnamon trees br although exact time foundation unknown assumed silla period designated tangible cultural heritage temple pagodas standing daeungjeon hall displaying typical style popular unified silla period hinting flourishing buddhist culture time temple high land commands sweeping view southern part chiaksan mountain,"['nature', 'temple', 'crevice', 'chiaksan', 'silla', 'period']",nature
669,2559441,76,Wonju Sogeumsan Suspension Bridge (원주 소금산 출렁다리),"One of the main attractions of Wonju, Sogeumsan Suspension Bridge is the longest and largest pedestrian bridge in Korea with a length of 200 meters, a x_height of 100 meters, and a x_width of 1.5 meters. The thrill of walking midair is enough to make visitors come to this attraction. The skywalk next to the bridge offers an amazing view of the surroundings. With a protective deck at the entrance of the bridge, anyone who has the courage can walk on the bridge. Other attractions nearby include Wonju Railbike, Museum SAN, the Grave of Joeom, and more.",,"26, Sogeumsan-gil, Wonju-si, Gangwon-do",127.8340575195,37.3646293574,main attractions wonju sogeumsan suspension bridge longest largest pedestrian bridge length xheight xwidth thrill walking midair enough make visitors come attraction skywalk next bridge amazing view surroundings protective deck entrance bridge anyone courage walk bridge attractions nearby wonju railbike museum san grave joeom,"['nature', 'bridge', 'wonju', 'attractions', 'midair', 'joeom']",nature
670,2815432,76,Wonju Sogeumsan Ulleong Bridge (원주 소금산 울렁다리),"Sogeumsan Ulleong Bridge is approximately twice as long as the original Sogeumsan Suspension Bridge, stretching 404 meters-long, 2 meters wide. The name Ulleong is for the feeling in the stomach visitors will have as they cross the bridge with some parts being glass bottom. Visitors will be able to enjoy both the natural surroundings and thrilling walk across the bridge.&nbsp;&nbsp;",http://tong.visitkorea.or.kr/cms/resource/78/2814478_image2_1.jpg,"12, Sogeumsan-gil, Wonju-si, Gangwon-do",127.8340575195,37.3646293574,sogeumsan ulleong bridge approximately twice long original sogeumsan suspension bridge stretching meterslong wide ulleong feeling stomach visitors cross bridge glass bottom visitors able natural surroundings thrilling walk across bridgenbspnbsp,"['nature', 'ulleong', 'bridge', 'sogeumsan', 'meterslong', 'bridgenbspnbsp']",nature
671,2403224,77,Wonju Station (원주역),"Wonju Station is located in the city of Wonju, the most inland section of the Gangwon-do region. All year round, visitors travel to the station to visit Chiaksan Mountain.  Travelers pass the station when traveling to the city, the northern section of Gyeongsangbuk-do, or to enjoy a winter vacation on the snowy slopes of the Taebaek mountains. The original station has been in operation since April 1940, but has since relocated to Musil-dong and has been in operation since January 5, 2021.",,"1860, Bugwon-ro, Wonju-si, Gangwon-do",127.9215565916,37.31596438,wonju station city wonju inland section gangwondo region year round visitors travel station chiaksan mountain travelers pass station traveling city northern section gyeongsangbukdo winter vacation snowy slopes taebaek mountains original station operation april relocated musildong operation january,"['station', 'station', 'operation', 'wonju', 'section', 'city']",station
672,2693268,82,Wonyeong Saengseon Gui (원영생선구이),"This grilled fish restaurant has been around for over 30 years now. This Korean dishes restaurant is located in Gangneung-si, Gangwon-do. The representative menu is grilled fish set menu.",http://tong.visitkorea.or.kr/cms/resource/31/2684731_image2_1.jpg,"24, Haean 3-gil, Gangneung-si, Gangwon-do",128.8279215596,37.8855601787,grilled fish restaurant years korean dishes restaurant gangneungsi gangwondo representative menu grilled fish set menu,"['food', 'grilled', 'fish', 'set', 'menu', 'restaurant']",food
673,1090193,75,X-game Resort (Naerincheon Bungee Jumping) (엑스게임리조트(내린천 번지점프)),"Situated in Inje-gun, Gangwon-do, X-game Resort Naerincheon (Stream) Bungee Jumping is a leaning tower style bungee jumping facility, like those common in Australia. To secure safety, the facility is tilted at 60 degrees and flanked by steel frames on both sides. Adopting technologies employed by Bungee Big, a renowned company in Australia, it offers one of the safest bungee jumping experiences for visitors. The 63 meter high jump platform will give visitors a thrill as they jump towards the stream below.For those who have fear of bungee jumping, try Slingshots, that shoots up to the sky. They are easily accessible and ideal for family visitors and couples. Two people at a time can ride the slingshots, and there are two towers (30 meters high) supporting slingshots on both sides. Shot from the bottom, slingshots can fly one and half times as high as the x_height of the jumping facility. Flying over 45 meters in a matter of seconds, slingshots offer extreme thrills for friends, couples, or family visitors.",http://tong.visitkorea.or.kr/cms/resource/42/1583442_image2_1.jpg,"2254, Seorak-ro, Inje-gun, Gangwon-do",128.1861599354,38.0769144616,injegun gangwondo xgame resort naerincheon stream bungee jumping leaning tower style bungee jumping facility common australia secure safety facility tilted degrees flanked steel frames sides adopting technologies employed bungee big renowned company australia safest bungee jumping experiences visitors meter high jump platform give visitors thrill jump towards stream belowfor fear bungee jumping try slingshots shoots sky easily accessible ideal family visitors couples people time ride slingshots towers high supporting slingshots sides shot bottom slingshots fly half times high xheight jumping facility flying matter seconds slingshots offer extreme thrills friends couples family visitors,"['activity', 'bungee', 'jumping', 'slingshots', 'facility', 'australia']",activity
674,2694142,82,XINCHAO VIETNAM (신짜오베트남),"Run by a local Vietnamese chef, it sells Vietnamese dishes. The best menu at this restaurant is rice noodles. This Rice noodles restaurant is located in Gangneung-si, Gangwon-do.",http://tong.visitkorea.or.kr/cms/resource/83/2684883_image2_1.jpg,"29, Seongdeokponam-ro 188beon-gil, Gangneung-si, Gangwon-do",128.9111509725,37.7699113024,run local vietnamese chef vietnamese dishes best menu restaurant rice noodles rice noodles restaurant gangneungsi gangwondo,"['food', 'vietnamese', 'rice', 'noodles', 'chef', 'run']",food
675,2653659,80,Y&G[Korea Quality] / 와이앤지(Y&G)[한국관광 품질인증/Korea Quality],"Located between Gangneung’s Gyeongpo Beach and Gyeongpoho Lake, Y&G offers both business hotel and pension rooms. Its wide rooms, outdoor barbeque area, board-game room, pool table, ping-pong table, and karaoke make it an ideal vacation site for groups or families. Y&G opens a free outdoor seawater pool in the summer, which enjoys much appreciation from families with young children. Both the hotel and pension rooms offer various room types, ranging from studio-type double occupancy rooms to four-person rooms with separate living rooms. The rooms are decorated with white, minimalist decor and equipped with a TV, refrigerator, dressing table, electric kettle, toiletries, and hairdryer. Sofas and tables can be found in every room for additional comfort. Some four-person pension rooms and four-person hotel rooms boast additional features in the form of roof windows with a view of the blue sky at daytime and the stars at night. Pension rooms are also equipped with a kitchen sink, induction stove, and cooking utensils. Moreover, other on-site facilities include a self-service convenience store and a laundromat. Breakfast is served as a buffet and reserved only for guests staying for more than 7 days or groups of more than 30 people.",http://tong.visitkorea.or.kr/cms/resource/61/2653061_image2_1.jpg,"41, Gyeongpo-ro 475 beon-gil, Gangneung-si, Gangwon-do",128.9017118365,37.8053459071,gangneungs gyeongpo beach gyeongpoho lake yg business hotel pension rooms wide rooms outdoor barbeque boardgame room pool table pingpong table karaoke make ideal vacation groups families yg opens free outdoor seawater pool summer enjoys much appreciation families young children hotel pension rooms offer room types ranging studiotype double occupancy rooms fourperson rooms separate living rooms rooms decorated white minimalist decor equipped tv refrigerator dressing table electric kettle toiletries hairdryer sofas tables found room additional comfort fourperson pension rooms fourperson hotel rooms boast additional features form roof windows view blue sky daytime stars night pension rooms equipped kitchen sink induction stove cooking utensils moreover onsite facilities selfservice convenience store laundromat breakfast served buffet reserved guests staying days groups people,"['accommodation', 'rooms', 'pension', 'fourperson', 'table', 'yg']",accommodation
676,1913774,85,Yanggu Center Festival (국토정중앙 양구 배꼽축제),"Held at the center of the Korean Peninsula, the Yanggu Center Fesitval is the main summer festival of Yanggu-gun. The festival takes place around Seocheonbyeon Leports Park.",http://tong.visitkorea.or.kr/cms/resource/15/2609115_image2_1.jpg,"366-33, Parksookeun-ro, Yanggu-gun, Gangwon-do",127.9814637917,38.1062154905,held center korean peninsula yanggu center fesitval main summer festival yanggugun festival takes place seocheonbyeon leports park,"['festival', 'festival', 'seocheonbyeon', 'fesitval', 'leports', 'center']",festival
677,1923446,76,Yanggu Eco-Botanical Garden (양구생태식물원),"First opened in June 2004, Yanggu Eco-Botanical Garden was built on a total area of 189,141 ㎡. Nearly 3.1 billion Korean won (approximately 3 million USD) was spent on the construction and it was built to be developed into a South and North Korean ecosystem restoration center. Located in the northernmost region of South Korea, it houses more than 400 rare plants including plants that are Korean native species and protected by Korean Ministry of Environment. 
  
The garden is divided into six parts by their features including a botanical garden, natural forest, and facilities zone. In the botanical garden, rare plants such as northern native plants and alpine plants that are naturally grown in the demilitarized zone (DMZ) and Yanggu area are displayed in one place.

There are also walking trails, a medicinal plants exhibition hall, plant nursery, and greenhouse. To add a natural and lively touch to the garden, a mountain stream zone and wetlands zone were prepared to provide people with the chance to enjoy the pleasant sound of running water.",http://tong.visitkorea.or.kr/cms/resource/54/1583254_image2_1.jpg,"169, Sumgol-ro 310beon-gil, Yanggu-gun, Gangwon-do",128.0763719727,38.1919850729,first opened june yanggu ecobotanical garden total nearly billion korean approximately million usd spent construction developed south north korean ecosystem restoration center northernmost region south houses rare plants plants korean native species protected korean ministry environment garden divided six features botanical garden natural forest facilities zone botanical garden rare plants northern native plants alpine plants naturally grown demilitarized zone dmz yanggu displayed place walking trails medicinal plants exhibition hall plant nursery greenhouse add natural lively touch garden mountain stream zone wetlands zone prepared provide people chance pleasant sound running water,"['nature', 'plants', 'garden', 'zone', 'native', 'botanical']",nature
